Energy,PDOS on D-band
-12.73,0.0
-12.72,0.0
-12.71,0.0
-12.7,0.0
-12.69,0.0
-12.68,0.0
-12.67,0.0
-12.66,0.0
-12.65,0.0
-12.64,0.0
-12.63,0.0
-12.62,0.0
-12.61,0.0
-12.6,0.0
-12.59,0.0
-12.58,0.0
-12.57,0.0
-12.56,0.0
-12.55,0.0
-12.54,0.0
-12.53,0.0
-12.52,0.0
-12.51,0.0
-12.5,0.0
-12.49,0.0
-12.48,0.0
-12.47,0.0
-12.46,0.0
-12.45,0.0
-12.44,0.0
-12.43,0.0
-12.42,0.0
-12.41,0.0
-12.4,0.0
-12.39,0.0
-12.38,0.0
-12.37,0.0
-12.36,0.0
-12.35,0.0
-12.34,0.0
-12.33,0.0
-12.32,0.0
-12.31,0.0
-12.3,0.0
-12.29,0.0
-12.28,0.0
-12.27,0.0
-12.26,0.0
-12.25,0.0
-12.24,0.0
-12.23,0.0
-12.22,0.0
-12.21,0.0
-12.2,0.0
-12.19,0.0
-12.18,0.0
-12.17,0.0
-12.16,0.0
-12.15,0.0
-12.14,0.0
-12.13,0.0
-12.12,0.0
-12.11,0.0
-12.1,0.0
-12.09,0.0
-12.08,0.0
-12.07,0.0
-12.06,0.0
-12.05,0.0
-12.04,0.0
-12.03,0.0
-12.02,0.0
-12.01,0.0
-12.0,0.0
-11.99,0.0
-11.98,0.0
-11.97,0.0
-11.96,0.0
-11.95,0.0
-11.94,0.0
-11.93,0.0
-11.92,0.0
-11.91,0.0
-11.9,0.0
-11.89,0.0
-11.88,0.0
-11.87,0.0
-11.86,0.0
-11.85,0.0
-11.84,0.0
-11.83,0.0
-11.82,0.0
-11.81,0.0
-11.8,0.0
-11.79,0.0
-11.78,0.0
-11.77,0.0
-11.76,0.0
-11.75,0.0
-11.74,0.0
-11.73,0.0
-11.72,0.0
-11.71,0.0
-11.7,0.0
-11.69,0.0
-11.68,0.0
-11.67,0.0
-11.66,0.0
-11.65,0.0
-11.64,0.0
-11.63,0.0
-11.62,0.0
-11.61,0.0
-11.6,0.0
-11.59,0.0
-11.58,0.0
-11.57,0.0
-11.56,0.0
-11.55,0.0
-11.54,0.0
-11.53,0.0
-11.52,0.0
-11.51,0.0
-11.5,0.0
-11.49,0.0
-11.48,0.0
-11.47,0.0
-11.46,0.0
-11.45,0.0
-11.44,0.0
-11.43,0.0
-11.42,0.0
-11.41,0.0
-11.4,0.0
-11.39,0.0
-11.38,0.0
-11.37,0.0
-11.36,0.0
-11.35,0.0
-11.34,0.0
-11.33,0.0
-11.32,0.0
-11.31,0.0
-11.3,0.0
-11.29,0.0
-11.28,0.0
-11.27,0.0
-11.26,0.0
-11.25,0.0
-11.24,0.0
-11.23,0.0
-11.22,0.0
-11.21,0.0
-11.2,0.0
-11.19,0.0
-11.18,0.0
-11.17,0.0
-11.16,0.0
-11.15,0.0
-11.14,0.0
-11.13,0.0
-11.12,0.0
-11.11,0.0
-11.1,0.0
-11.09,0.0
-11.08,0.0
-11.07,0.0
-11.06,0.0
-11.05,0.0
-11.04,0.0
-11.03,0.0
-11.02,0.0
-11.01,0.0
-11.0,0.0
-10.99,0.0
-10.98,0.0
-10.97,0.0
-10.96,0.0
-10.95,0.0
-10.94,0.0
-10.93,0.0
-10.92,0.0
-10.91,0.0
-10.9,0.0
-10.89,0.0
-10.88,0.0
-10.87,0.0
-10.86,0.0
-10.85,0.0
-10.84,0.0
-10.83,0.0
-10.82,0.0
-10.81,0.0
-10.8,0.0
-10.79,0.0
-10.78,0.0
-10.77,0.0
-10.76,0.0
-10.75,0.0
-10.74,0.0
-10.73,0.0
-10.72,0.0
-10.71,0.0
-10.7,0.0
-10.69,0.0
-10.68,0.0
-10.67,0.0
-10.66,0.0
-10.65,0.0
-10.64,0.0
-10.63,0.0
-10.62,0.0
-10.61,0.0
-10.6,0.0
-10.59,0.0
-10.58,0.0
-10.57,0.0
-10.56,0.0
-10.55,0.0
-10.54,0.0
-10.53,0.0
-10.52,0.0
-10.51,0.0
-10.5,0.0
-10.49,0.0
-10.48,0.0
-10.47,0.0
-10.46,0.0
-10.45,0.0
-10.44,0.0
-10.43,0.0
-10.42,0.0
-10.41,0.0
-10.4,0.0
-10.39,0.0
-10.38,0.0
-10.37,0.0
-10.36,0.0
-10.35,0.0
-10.34,0.0
-10.33,0.0
-10.32,0.0
-10.31,0.0
-10.3,0.0
-10.29,0.0
-10.28,0.0
-10.27,0.0
-10.26,0.0
-10.25,0.0
-10.24,0.0
-10.23,0.0
-10.22,0.0
-10.21,0.0
-10.2,0.0
-10.19,0.0
-10.18,0.0
-10.17,0.0
-10.16,0.0
-10.15,0.0
-10.14,0.0
-10.13,0.0
-10.12,0.0
-10.11,0.0
-10.1,0.0
-10.09,0.0
-10.08,0.0
-10.07,0.0
-10.06,0.0
-10.05,0.0
-10.04,0.0
-10.03,0.0
-10.02,0.0
-10.01,0.0
-10.0,0.0
-9.99,0.0
-9.98,0.0
-9.97,0.0
-9.96,0.0
-9.95,0.0
-9.94,0.0
-9.93,0.0
-9.92,0.0
-9.91,0.0
-9.9,0.0
-9.89,0.0
-9.88,0.0
-9.87,0.0
-9.86,0.0
-9.85,0.0
-9.84,0.0
-9.83,0.0
-9.82,0.0
-9.81,0.0
-9.8,0.0
-9.79,0.0
-9.78,0.0
-9.77,0.0
-9.76,0.0
-9.75,0.0
-9.74,0.0
-9.73,0.0
-9.72,0.0
-9.71,0.0
-9.7,0.0
-9.69,0.0
-9.68,0.0
-9.67,0.0
-9.66,0.0
-9.65,0.0
-9.64,0.0
-9.63,0.0
-9.62,0.0
-9.61,0.0
-9.6,0.0
-9.59,0.0
-9.58,0.0
-9.57,0.0
-9.56,0.0
-9.55,0.0
-9.54,0.0
-9.53,0.0
-9.52,0.0
-9.51,0.0
-9.5,0.0
-9.49,0.0
-9.48,0.0
-9.47,0.0
-9.46,0.0
-9.45,0.0
-9.44,0.0
-9.43,0.0
-9.42,0.0
-9.41,0.0
-9.4,0.0
-9.39,0.0
-9.38,0.0
-9.37,0.0
-9.36,0.0
-9.35,0.0
-9.34,0.0
-9.33,0.0
-9.32,0.0
-9.31,0.0
-9.3,0.0
-9.29,0.0
-9.28,0.0
-9.27,0.0
-9.26,0.0
-9.25,0.0
-9.24,0.0
-9.23,0.0
-9.22,0.0
-9.21,0.0
-9.2,0.0
-9.19,0.0
-9.18,0.0
-9.17,0.0
-9.16,0.0
-9.15,0.0
-9.14,0.0
-9.13,0.0
-9.12,0.0
-9.11,0.0
-9.1,0.0
-9.09,0.0
-9.08,0.0
-9.07,0.0
-9.06,0.0
-9.05,0.0
-9.04,0.0
-9.03,0.0
-9.02,0.0
-9.01,0.0
-9.0,0.0
-8.99,0.0
-8.98,0.0
-8.97,0.0
-8.96,0.0
-8.95,0.0
-8.94,0.0
-8.93,0.0
-8.92,0.0
-8.91,0.0
-8.9,0.0
-8.89,0.0
-8.88,0.0
-8.87,0.0
-8.86,0.0
-8.85,0.0
-8.84,0.0
-8.83,0.0
-8.82,0.0
-8.81,0.0
-8.8,0.0
-8.79,0.0
-8.78,0.0
-8.77,0.0
-8.76,0.0
-8.75,0.0
-8.74,0.0
-8.73,0.0
-8.72,0.0
-8.71,0.0
-8.7,0.0
-8.69,0.0
-8.68,0.0
-8.67,0.0
-8.66,0.0
-8.65,0.0
-8.64,0.0
-8.63,0.0
-8.62,0.0
-8.61,0.0
-8.6,0.0
-8.59,0.0
-8.58,0.0
-8.57,0.0
-8.56,0.0
-8.55,0.0
-8.54,0.0
-8.53,0.0
-8.52,0.0
-8.51,0.0
-8.5,0.0
-8.49,0.0
-8.48,0.0
-8.47,0.0
-8.46,0.0
-8.45,0.0
-8.44,0.0
-8.43,0.0
-8.42,0.0
-8.41,0.0
-8.4,0.0
-8.39,0.0
-8.38,0.0
-8.37,0.0
-8.36,0.0
-8.35,0.0
-8.34,0.0
-8.33,0.0
-8.32,0.0
-8.31,0.0
-8.3,0.0
-8.29,0.0
-8.28,0.0
-8.27,0.0
-8.26,0.0
-8.25,0.0
-8.24,0.0
-8.23,0.0
-8.22,0.0
-8.21,0.0
-8.2,0.0
-8.19,0.0
-8.18,0.0
-8.17,0.0
-8.16,0.0
-8.15,0.0
-8.14,0.0
-8.13,0.0
-8.12,0.0
-8.11,0.0
-8.1,0.0
-8.09,0.0
-8.08,0.0
-8.07,0.0
-8.06,0.0
-8.05,0.0
-8.04,0.0
-8.03,0.0
-8.02,0.0
-8.01,0.0
-8.0,0.0
-7.99,0.0
-7.98,0.0
-7.97,0.0
-7.96,0.0
-7.95,0.0
-7.94,0.0
-7.93,0.0
-7.92,0.0
-7.91,0.0
-7.9,0.0
-7.89,0.0
-7.88,0.0
-7.87,0.0
-7.86,0.0
-7.85,0.0
-7.84,0.0
-7.83,0.0
-7.82,0.0
-7.81,0.0
-7.8,0.0
-7.79,0.0
-7.78,0.0
-7.77,0.0
-7.76,0.0
-7.75,0.0
-7.74,0.0
-7.73,0.0
-7.72,0.0
-7.71,0.0
-7.7,0.0
-7.69,0.0
-7.68,0.0
-7.67,0.0
-7.66,0.0
-7.65,0.0
-7.64,0.0
-7.63,0.0
-7.62,0.0
-7.61,0.0
-7.6,0.0
-7.59,0.0
-7.58,0.0
-7.57,0.0
-7.56,0.0
-7.55,0.0
-7.54,0.0
-7.53,0.0
-7.52,0.0
-7.51,0.0
-7.5,0.0
-7.49,0.0
-7.48,0.0
-7.47,0.0
-7.46,0.0
-7.45,0.0
-7.44,0.0
-7.43,0.0
-7.42,0.0
-7.41,0.0
-7.4,0.0
-7.39,0.0
-7.38,0.0
-7.37,0.0
-7.36,0.0
-7.35,0.0
-7.34,0.0
-7.33,0.0
-7.32,0.0
-7.31,0.0
-7.3,0.0
-7.29,0.0
-7.28,0.0
-7.27,0.0
-7.26,0.0
-7.25,0.0
-7.24,0.0
-7.23,0.0
-7.22,0.0
-7.21,0.0
-7.2,0.0
-7.19,0.0
-7.18,0.0
-7.17,0.0
-7.16,0.0
-7.15,0.0
-7.14,0.0
-7.13,0.0
-7.12,0.0
-7.11,0.0
-7.1,0.0
-7.09,0.0
-7.08,0.0
-7.07,0.0
-7.06,0.0
-7.05,0.0
-7.04,0.0
-7.03,0.0
-7.02,1.256e-15
-7.01,3.36e-15
-7.0,8.8e-15
-6.99,2.26e-14
-6.98,5.7e-14
-6.97,1.406e-13
-6.96,3.4e-13
-6.95,8.06e-13
-6.94,1.876e-12
-6.93,4.28e-12
-6.92,9.54e-12
-6.91,2.08e-11
-6.9,4.48e-11
-6.89,9.44e-11
-6.88,1.946e-10
-6.87,3.94e-10
-6.86,7.78e-10
-6.85,1.512e-09
-6.84,2.88e-09
-6.83,5.38e-09
-6.82,9.82e-09
-6.81,1.762e-08
-6.8,3.1e-08
-6.79,5.33e-08
-6.78,9e-08
-6.77,1.489e-07
-6.76,2.42e-07
-6.75,3.84e-07
-6.74,5.98e-07
-6.73,9.15e-07
-6.72,1.37e-06
-6.71,2.01e-06
-6.7,2.89e-06
-6.69,4.09e-06
-6.68,5.66e-06
-6.67,7.68e-06
-6.66,1.021e-05
-6.65,1.334e-05
-6.64,1.709e-05
-6.63,2.15e-05
-6.62,2.66e-05
-6.61,3.24e-05
-6.6,3.89e-05
-6.59,4.59e-05
-6.58,5.38e-05
-6.57,6.25e-05
-6.56,7.22e-05
-6.55,8.35e-05
-6.54,9.69e-05
-6.53,0.0001132
-6.52,0.0001335
-6.51,0.0001585
-6.5,0.0001908
-6.49,0.000231
-6.48,0.0002802
-6.47,0.0003395
-6.46,0.0004101
-6.45,0.00049
-6.44,0.0005794
-6.43,0.0006762
-6.42,0.0007774
-6.41,0.0008788
-6.4,0.0009763
-6.39,0.0010617
-6.38,0.0011437
-6.37,0.0011953
-6.36,0.0012361
-6.35,0.001246
-6.34,0.0012351
-6.33,0.0012032
-6.32,0.0011404
-6.31,0.0010669
-6.3,0.0009779
-6.29,0.0008794
-6.28,0.0007778
-6.27,0.0006772
-6.26,0.0005827
-6.25,0.0004996
-6.24,0.000432
-6.23,0.0003849
-6.22,0.0003604
-6.21,0.00036348
-6.2,0.00039824
-6.19,0.00046966
-6.18,0.00058074
-6.17,0.00073747
-6.16,0.00094286
-6.15,0.0012019
-6.14,0.0015146
-6.13,0.001878
-6.12,0.0022921
-6.11,0.0027568
-6.1,0.0032523
-6.09,0.0037684
-6.08,0.0043052
-6.07,0.0048329
-6.06,0.0053515
-6.05,0.0058511
-6.04,0.006322
-6.03,0.0067644
-6.02,0.007189
-6.01,0.007585
-6.0,0.007983
-5.99,0.008363
-5.98,0.008755
-5.97,0.009149
-5.96,0.009544
-5.95,0.00993
-5.94,0.010286
-5.93,0.010614
-5.92,0.010843
-5.91,0.010977
-5.9,0.011117
-5.89,0.01107
-5.88,0.011045
-5.87,0.010854
-5.86,0.010774
-5.85,0.01078
-5.84,0.011
-5.83,0.01155
-5.82,0.01257
-5.81,0.01433
-5.8,0.01685
-5.79,0.0204
-5.78,0.02524
-5.77,0.0315
-5.76,0.0394
-5.75,0.0493
-5.74,0.0613
-5.73,0.0756
-5.72,0.0925
-5.71,0.1121
-5.7,0.1347
-5.69,0.1602
-5.68,0.1893
-5.67,0.2213
-5.66,0.2573
-5.65,0.296
-5.64,0.338
-5.63,0.382
-5.62,0.43
-5.61,0.479
-5.6,0.528
-5.59,0.578
-5.58,0.629
-5.57,0.678
-5.56,0.726
-5.55,0.774
-5.54,0.82
-5.53,0.866
-5.52,0.912
-5.51,0.958
-5.5,1.007
-5.49,1.061
-5.48,1.119
-5.47,1.185
-5.46,1.258
-5.45,1.342
-5.44,1.427
-5.43,1.534
-5.42,1.642
-5.41,1.752
-5.4,1.872
-5.39,1.991
-5.38,2.11
-5.37,2.226
-5.36,2.331
-5.35,2.432
-5.34,2.521
-5.33,2.587
-5.32,2.651
-5.31,2.702
-5.3,2.751
-5.29,2.79
-5.28,2.828
-5.27,2.867
-5.26,2.917
-5.25,2.968
-5.24,3.03
-5.23,3.094
-5.22,3.16
-5.21,3.226
-5.2,3.293
-5.19,3.35
-5.18,3.396
-5.17,3.431
-5.16,3.454
-5.15,3.456
-5.14,3.445
-5.13,3.412
-5.12,3.367
-5.11,3.31
-5.1,3.252
-5.09,3.173
-5.08,3.094
-5.07,3.014
-5.06,2.924
-5.05,2.845
-5.04,2.756
-5.03,2.677
-5.02,2.588
-5.01,2.509
-5.0,2.421
-4.99,2.343
-4.98,2.255
-4.97,2.188
-4.96,2.122
-4.95,2.067
-4.94,2.034
-4.93,2.013
-4.92,2.014
-4.91,2.027
-4.9,2.052
-4.89,2.098
-4.88,2.154
-4.87,2.2
-4.86,2.254
-4.85,2.296
-4.84,2.335
-4.83,2.35
-4.82,2.342
-4.81,2.329
-4.8,2.293
-4.79,2.243
-4.78,2.191
-4.77,2.127
-4.76,2.074
-4.75,2.03
-4.74,1.999
-4.73,1.99
-4.72,1.995
-4.71,2.033
-4.7,2.086
-4.69,2.163
-4.68,2.254
-4.67,2.37
-4.66,2.49
-4.65,2.614
-4.64,2.751
-4.63,2.883
-4.62,3.008
-4.61,3.136
-4.6,3.269
-4.59,3.386
-4.58,3.507
-4.57,3.632
-4.56,3.762
-4.55,3.897
-4.54,4.036
-4.53,4.189
-4.52,4.356
-4.51,4.516
-4.5,4.687
-4.49,4.869
-4.48,5.03
-4.47,5.19
-4.46,5.32
-4.45,5.43
-4.44,5.52
-4.43,5.58
-4.42,5.61
-4.41,5.6
-4.4,5.55
-4.39,5.48
-4.38,5.38
-4.37,5.26
-4.36,5.12
-4.35,4.97
-4.34,4.82
-4.33,4.66
-4.32,4.527
-4.31,4.41
-4.3,4.316
-4.29,4.244
-4.28,4.208
-4.27,4.198
-4.26,4.224
-4.25,4.277
-4.24,4.357
-4.23,4.453
-4.22,4.565
-4.21,4.683
-4.2,4.806
-4.19,4.924
-4.18,5.026
-4.17,5.122
-4.16,5.202
-4.15,5.266
-4.14,5.313
-4.13,5.344
-4.12,5.358
-4.11,5.345
-4.1,5.325
-4.09,5.296
-4.08,5.25
-4.07,5.184
-4.06,5.107
-4.05,5.021
-4.04,4.922
-4.03,4.811
-4.02,4.698
-4.01,4.582
-4.0,4.462
-3.99,4.349
-3.98,4.242
-3.97,4.151
-3.96,4.076
-3.95,4.028
-3.94,3.987
-3.93,3.983
-3.92,3.987
-3.91,4.019
-3.9,4.061
-3.89,4.132
-3.88,4.204
-3.87,4.289
-3.86,4.386
-3.85,4.476
-3.84,4.56
-3.83,4.637
-3.82,4.717
-3.81,4.769
-3.8,4.822
-3.79,4.844
-3.78,4.86
-3.77,4.86
-3.76,4.85
-3.75,4.84
-3.74,4.82
-3.73,4.805
-3.72,4.803
-3.71,4.807
-3.7,4.827
-3.69,4.864
-3.68,4.94
-3.67,5.036
-3.66,5.163
-3.65,5.324
-3.64,5.509
-3.63,5.728
-3.62,5.952
-3.61,6.202
-3.6,6.447
-3.59,6.686
-3.58,6.909
-3.57,7.104
-3.56,7.261
-3.55,7.377
-3.54,7.432
-3.53,7.435
-3.52,7.384
-3.51,7.269
-3.5,7.11
-3.49,6.908
-3.48,6.673
-3.47,6.426
-3.46,6.159
-3.45,5.902
-3.44,5.658
-3.43,5.437
-3.42,5.249
-3.41,5.086
-3.4,4.966
-3.39,4.879
-3.38,4.825
-3.37,4.782
-3.36,4.758
-3.35,4.744
-3.34,4.728
-3.33,4.7
-3.32,4.66
-3.31,4.609
-3.3,4.546
-3.29,4.464
-3.28,4.382
-3.27,4.284
-3.26,4.199
-3.25,4.118
-3.24,4.051
-3.23,3.999
-3.22,3.972
-3.21,3.959
-3.2,3.97
-3.19,4.004
-3.18,4.05
-3.17,4.119
-3.16,4.2
-3.15,4.293
-3.14,4.409
-3.13,4.53
-3.12,4.66
-3.11,4.81
-3.1,4.96
-3.09,5.12
-3.08,5.3
-3.07,5.48
-3.06,5.67
-3.05,5.84
-3.04,6.01
-3.03,6.15
-3.02,6.28
-3.01,6.37
-3.0,6.42
-2.99,6.42
-2.98,6.39
-2.97,6.31
-2.96,6.17
-2.95,6.01
-2.94,5.81
-2.93,5.58
-2.92,5.33
-2.91,5.081
-2.9,4.82
-2.89,4.562
-2.88,4.318
-2.87,4.088
-2.86,3.874
-2.85,3.676
-2.84,3.484
-2.83,3.307
-2.82,3.135
-2.81,2.978
-2.8,2.815
-2.79,2.665
-2.78,2.508
-2.77,2.343
-2.76,2.18
-2.75,2.018
-2.74,1.848
-2.73,1.69
-2.72,1.532
-2.71,1.376
-2.7,1.221
-2.69,1.082
-2.68,0.9494
-2.67,0.8283
-2.66,0.7174
-2.65,0.6176
-2.64,0.5289
-2.63,0.4512
-2.62,0.3823
-2.61,0.3232
-2.6,0.2717
-2.59,0.2287
-2.58,0.1913
-2.57,0.1602
-2.56,0.1336
-2.55,0.1126
-2.54,0.0954
-2.53,0.0821
-2.52,0.0726
-2.51,0.0665
-2.5,0.0637
-2.49,0.0641
-2.48,0.0675
-2.47,0.0733
-2.46,0.0817
-2.45,0.0918
-2.44,0.1031
-2.43,0.1149
-2.42,0.1267
-2.41,0.1378
-2.4,0.1473
-2.39,0.1547
-2.38,0.1595
-2.37,0.1614
-2.36,0.1604
-2.35,0.1565
-2.34,0.1501
-2.33,0.1415
-2.32,0.1314
-2.31,0.1206
-2.3,0.1096
-2.29,0.0989
-2.28,0.0893
-2.27,0.0812
-2.26,0.0746
-2.25,0.0696
-2.24,0.0664
-2.23,0.0646
-2.22,0.0639
-2.21,0.064
-2.2,0.0644
-2.19,0.0649
-2.18,0.0651
-2.17,0.0645
-2.16,0.0632
-2.15,0.0611
-2.14,0.058
-2.13,0.054
-2.12,0.0495
-2.11,0.0444
-2.1,0.0392
-2.09,0.0339
-2.08,0.0287
-2.07,0.0238
-2.06,0.01941
-2.05,0.01552
-2.04,0.01215
-2.03,0.00932
-2.02,0.00701
-2.01,0.00517
-2.0,0.00374
-1.99,0.00264
-1.98,0.001836
-1.97,0.001253
-1.96,0.000839
-1.95,0.000557
-1.94,0.00037
-1.93,0.0002573
-1.92,0.0002016
-1.91,0.0001964
-1.9,0.0002447
-1.89,0.0003556
-1.88,0.0005532
-1.87,0.000872
-1.86,0.001364
-1.85,0.002102
-1.84,0.003182
-1.83,0.00473
-1.82,0.006895
-1.81,0.00986
-1.8,0.01379
-1.79,0.01904
-1.78,0.02569
-1.77,0.03406
-1.76,0.04439
-1.75,0.05671
-1.74,0.07113
-1.73,0.0877
-1.72,0.1063
-1.71,0.1268
-1.7,0.148
-1.69,0.1714
-1.68,0.194
-1.67,0.2168
-1.66,0.2396
-1.65,0.2603
-1.64,0.2789
-1.63,0.2953
-1.62,0.3083
-1.61,0.3179
-1.6,0.324
-1.59,0.3265
-1.58,0.3254
-1.57,0.3195
-1.56,0.3109
-1.55,0.2975
-1.54,0.2814
-1.53,0.2627
-1.52,0.2424
-1.51,0.2196
-1.5,0.1966
-1.49,0.1733
-1.48,0.1501
-1.47,0.1279
-1.46,0.1067
-1.45,0.0877
-1.44,0.0709
-1.43,0.0563
-1.42,0.04388
-1.41,0.03355
-1.4,0.02531
-1.39,0.01871
-1.38,0.01371
-1.37,0.00996
-1.36,0.00729
-1.35,0.00551
-1.34,0.00444
-1.33,0.00398
-1.32,0.00401
-1.31,0.00446
-1.3,0.00531
-1.29,0.0065
-1.28,0.008
-1.27,0.00979
-1.26,0.01182
-1.25,0.01405
-1.24,0.01642
-1.23,0.01879
-1.22,0.02125
-1.21,0.02358
-1.2,0.02565
-1.19,0.02766
-1.18,0.02939
-1.17,0.03096
-1.16,0.0324
-1.15,0.0338
-1.14,0.0352
-1.13,0.0369
-1.12,0.039
-1.11,0.0415
-1.1,0.0445
-1.09,0.0481
-1.08,0.0524
-1.07,0.057
-1.06,0.062
-1.05,0.0672
-1.04,0.0721
-1.03,0.0767
-1.02,0.0805
-1.01,0.0833
-1.0,0.085
-0.99,0.0853
-0.98,0.0842
-0.97,0.0817
-0.96,0.0779
-0.95,0.0729
-0.94,0.0671
-0.93,0.0607
-0.92,0.0538
-0.91,0.0469
-0.9,0.0402
-0.89,0.0338
-0.88,0.0278
-0.87,0.02259
-0.86,0.01798
-0.85,0.01407
-0.84,0.01086
-0.83,0.00831
-0.82,0.00636
-0.81,0.00496
-0.8,0.00405
-0.79,0.00359
-0.78,0.00355
-0.77,0.00393
-0.76,0.00471
-0.75,0.00591
-0.74,0.00754
-0.73,0.00959
-0.72,0.01207
-0.71,0.01498
-0.7,0.0183
-0.69,0.02184
-0.68,0.02564
-0.67,0.0296
-0.66,0.0334
-0.65,0.037
-0.64,0.0404
-0.63,0.0433
-0.62,0.0457
-0.61,0.0475
-0.6,0.0488
-0.59,0.0497
-0.58,0.0502
-0.57,0.0507
-0.56,0.0513
-0.55,0.0524
-0.54,0.054
-0.53,0.0563
-0.52,0.0595
-0.51,0.0636
-0.5,0.0685
-0.49,0.074
-0.48,0.0799
-0.47,0.086
-0.46,0.0917
-0.45,0.0969
-0.44,0.1011
-0.43,0.104
-0.42,0.1056
-0.41,0.1055
-0.4,0.1041
-0.39,0.1014
-0.38,0.0975
-0.37,0.0929
-0.36,0.0881
-0.35,0.08323
-0.34,0.07879
-0.33,0.07521
-0.32,0.07264
-0.31,0.07138
-0.3,0.07155
-0.29,0.07304
-0.28,0.07585
-0.27,0.07987
-0.26,0.08488
-0.25,0.09065
-0.24,0.09695
-0.23,0.1035
-0.22,0.11
-0.21,0.1167
-0.2,0.1219
-0.19,0.127
-0.18,0.131
-0.17,0.1339
-0.16,0.1356
-0.15,0.1351
-0.14,0.1345
-0.13,0.1317
-0.12,0.1277
-0.11,0.1236
-0.1,0.1185
-0.09,0.1131
-0.08,0.1077
-0.07,0.1027
