Energy,PDOS on D-band
-12.73,0.0
-12.72,0.0
-12.71,0.0
-12.7,0.0
-12.69,0.0
-12.68,0.0
-12.67,0.0
-12.66,0.0
-12.65,0.0
-12.64,0.0
-12.63,0.0
-12.62,0.0
-12.61,0.0
-12.6,0.0
-12.59,0.0
-12.58,0.0
-12.57,0.0
-12.56,0.0
-12.55,0.0
-12.54,0.0
-12.53,0.0
-12.52,0.0
-12.51,0.0
-12.5,0.0
-12.49,0.0
-12.48,0.0
-12.47,0.0
-12.46,0.0
-12.45,0.0
-12.44,0.0
-12.43,0.0
-12.42,0.0
-12.41,0.0
-12.4,0.0
-12.39,0.0
-12.38,0.0
-12.37,0.0
-12.36,0.0
-12.35,0.0
-12.34,0.0
-12.33,0.0
-12.32,0.0
-12.31,0.0
-12.3,0.0
-12.29,0.0
-12.28,0.0
-12.27,0.0
-12.26,0.0
-12.25,0.0
-12.24,0.0
-12.23,0.0
-12.22,0.0
-12.21,0.0
-12.2,0.0
-12.19,0.0
-12.18,0.0
-12.17,0.0
-12.16,0.0
-12.15,0.0
-12.14,0.0
-12.13,0.0
-12.12,0.0
-12.11,0.0
-12.1,0.0
-12.09,0.0
-12.08,0.0
-12.07,0.0
-12.06,0.0
-12.05,0.0
-12.04,0.0
-12.03,0.0
-12.02,0.0
-12.01,0.0
-12.0,0.0
-11.99,0.0
-11.98,0.0
-11.97,0.0
-11.96,0.0
-11.95,0.0
-11.94,0.0
-11.93,0.0
-11.92,0.0
-11.91,0.0
-11.9,0.0
-11.89,0.0
-11.88,0.0
-11.87,0.0
-11.86,0.0
-11.85,0.0
-11.84,0.0
-11.83,0.0
-11.82,0.0
-11.81,0.0
-11.8,0.0
-11.79,0.0
-11.78,0.0
-11.77,0.0
-11.76,0.0
-11.75,0.0
-11.74,0.0
-11.73,0.0
-11.72,0.0
-11.71,0.0
-11.7,0.0
-11.69,0.0
-11.68,0.0
-11.67,0.0
-11.66,0.0
-11.65,0.0
-11.64,0.0
-11.63,0.0
-11.62,0.0
-11.61,0.0
-11.6,0.0
-11.59,0.0
-11.58,0.0
-11.57,0.0
-11.56,0.0
-11.55,0.0
-11.54,0.0
-11.53,0.0
-11.52,0.0
-11.51,0.0
-11.5,0.0
-11.49,0.0
-11.48,0.0
-11.47,0.0
-11.46,0.0
-11.45,0.0
-11.44,0.0
-11.43,0.0
-11.42,0.0
-11.41,0.0
-11.4,0.0
-11.39,0.0
-11.38,0.0
-11.37,0.0
-11.36,0.0
-11.35,0.0
-11.34,0.0
-11.33,0.0
-11.32,0.0
-11.31,0.0
-11.3,0.0
-11.29,0.0
-11.28,0.0
-11.27,0.0
-11.26,0.0
-11.25,0.0
-11.24,0.0
-11.23,0.0
-11.22,0.0
-11.21,0.0
-11.2,0.0
-11.19,0.0
-11.18,0.0
-11.17,0.0
-11.16,0.0
-11.15,0.0
-11.14,0.0
-11.13,0.0
-11.12,0.0
-11.11,0.0
-11.1,0.0
-11.09,0.0
-11.08,0.0
-11.07,0.0
-11.06,0.0
-11.05,0.0
-11.04,0.0
-11.03,0.0
-11.02,0.0
-11.01,0.0
-11.0,0.0
-10.99,0.0
-10.98,0.0
-10.97,0.0
-10.96,0.0
-10.95,0.0
-10.94,0.0
-10.93,0.0
-10.92,0.0
-10.91,0.0
-10.9,0.0
-10.89,0.0
-10.88,0.0
-10.87,0.0
-10.86,0.0
-10.85,0.0
-10.84,0.0
-10.83,0.0
-10.82,0.0
-10.81,0.0
-10.8,0.0
-10.79,0.0
-10.78,0.0
-10.77,0.0
-10.76,0.0
-10.75,0.0
-10.74,0.0
-10.73,0.0
-10.72,0.0
-10.71,0.0
-10.7,0.0
-10.69,0.0
-10.68,0.0
-10.67,0.0
-10.66,0.0
-10.65,0.0
-10.64,0.0
-10.63,0.0
-10.62,0.0
-10.61,0.0
-10.6,0.0
-10.59,0.0
-10.58,0.0
-10.57,0.0
-10.56,0.0
-10.55,0.0
-10.54,0.0
-10.53,0.0
-10.52,0.0
-10.51,0.0
-10.5,0.0
-10.49,0.0
-10.48,0.0
-10.47,0.0
-10.46,0.0
-10.45,0.0
-10.44,0.0
-10.43,0.0
-10.42,0.0
-10.41,0.0
-10.4,0.0
-10.39,0.0
-10.38,0.0
-10.37,0.0
-10.36,0.0
-10.35,0.0
-10.34,0.0
-10.33,0.0
-10.32,0.0
-10.31,0.0
-10.3,0.0
-10.29,0.0
-10.28,0.0
-10.27,0.0
-10.26,0.0
-10.25,0.0
-10.24,0.0
-10.23,0.0
-10.22,0.0
-10.21,0.0
-10.2,0.0
-10.19,0.0
-10.18,0.0
-10.17,0.0
-10.16,0.0
-10.15,0.0
-10.14,0.0
-10.13,0.0
-10.12,0.0
-10.11,0.0
-10.1,0.0
-10.09,0.0
-10.08,0.0
-10.07,0.0
-10.06,0.0
-10.05,0.0
-10.04,0.0
-10.03,0.0
-10.02,0.0
-10.01,0.0
-10.0,0.0
-9.99,0.0
-9.98,0.0
-9.97,0.0
-9.96,0.0
-9.95,0.0
-9.94,0.0
-9.93,0.0
-9.92,0.0
-9.91,0.0
-9.9,0.0
-9.89,0.0
-9.88,0.0
-9.87,0.0
-9.86,0.0
-9.85,0.0
-9.84,0.0
-9.83,0.0
-9.82,0.0
-9.81,0.0
-9.8,0.0
-9.79,0.0
-9.78,0.0
-9.77,0.0
-9.76,0.0
-9.75,0.0
-9.74,0.0
-9.73,0.0
-9.72,0.0
-9.71,0.0
-9.7,0.0
-9.69,0.0
-9.68,0.0
-9.67,0.0
-9.66,0.0
-9.65,0.0
-9.64,0.0
-9.63,0.0
-9.62,0.0
-9.61,0.0
-9.6,0.0
-9.59,0.0
-9.58,0.0
-9.57,0.0
-9.56,0.0
-9.55,0.0
-9.54,0.0
-9.53,0.0
-9.52,0.0
-9.51,0.0
-9.5,0.0
-9.49,0.0
-9.48,0.0
-9.47,0.0
-9.46,0.0
-9.45,0.0
-9.44,0.0
-9.43,0.0
-9.42,0.0
-9.41,0.0
-9.4,0.0
-9.39,0.0
-9.38,0.0
-9.37,0.0
-9.36,0.0
-9.35,0.0
-9.34,0.0
-9.33,0.0
-9.32,0.0
-9.31,0.0
-9.3,0.0
-9.29,0.0
-9.28,0.0
-9.27,0.0
-9.26,0.0
-9.25,0.0
-9.24,0.0
-9.23,0.0
-9.22,0.0
-9.21,0.0
-9.2,0.0
-9.19,0.0
-9.18,0.0
-9.17,0.0
-9.16,0.0
-9.15,0.0
-9.14,0.0
-9.13,0.0
-9.12,0.0
-9.11,0.0
-9.1,0.0
-9.09,0.0
-9.08,0.0
-9.07,0.0
-9.06,0.0
-9.05,0.0
-9.04,0.0
-9.03,0.0
-9.02,0.0
-9.01,0.0
-9.0,0.0
-8.99,0.0
-8.98,0.0
-8.97,0.0
-8.96,0.0
-8.95,0.0
-8.94,0.0
-8.93,0.0
-8.92,0.0
-8.91,0.0
-8.9,0.0
-8.89,0.0
-8.88,0.0
-8.87,0.0
-8.86,0.0
-8.85,0.0
-8.84,0.0
-8.83,0.0
-8.82,0.0
-8.81,3.12e-16
-8.8,8.4e-16
-8.79,2.22e-15
-8.78,5.76e-15
-8.77,1.46e-14
-8.76,3.64e-14
-8.75,8.86e-14
-8.74,2.12e-13
-8.73,4.96e-13
-8.72,1.14e-12
-8.71,2.56e-12
-8.7,5.66e-12
-8.69,1.226e-11
-8.68,2.6e-11
-8.67,5.4e-11
-8.66,1.1e-10
-8.65,2.2e-10
-8.64,4.3e-10
-8.63,8.24e-10
-8.62,1.55e-09
-8.61,2.86e-09
-8.6,5.16e-09
-8.59,9.14e-09
-8.58,1.588e-08
-8.57,2.7e-08
-8.56,4.5e-08
-8.55,7.36e-08
-8.54,1.18e-07
-8.53,1.854e-07
-8.52,2.86e-07
-8.51,4.3e-07
-8.5,6.38e-07
-8.49,9.24e-07
-8.48,1.314e-06
-8.47,1.83e-06
-8.46,2.5e-06
-8.45,3.34e-06
-8.44,4.39e-06
-8.43,5.65e-06
-8.42,7.13e-06
-8.41,8.81e-06
-8.4,1.069e-05
-8.39,1.271e-05
-8.38,1.483e-05
-8.37,1.698e-05
-8.36,1.91e-05
-8.35,2.11e-05
-8.34,2.3e-05
-8.33,2.48e-05
-8.32,2.64e-05
-8.31,2.8e-05
-8.3,2.98e-05
-8.29,3.19e-05
-8.28,3.48e-05
-8.27,3.86e-05
-8.26,4.41e-05
-8.25,5.15e-05
-8.24,6.14e-05
-8.23,7.42e-05
-8.22,9.04e-05
-8.21,0.0001098
-8.2,0.0001329
-8.19,0.0001588
-8.18,0.0001871
-8.17,0.0002176
-8.16,0.0002482
-8.15,0.0002789
-8.14,0.0003074
-8.13,0.0003316
-8.12,0.0003514
-8.11,0.0003646
-8.1,0.0003712
-8.09,0.0003711
-8.08,0.0003633
-8.07,0.0003479
-8.06,0.0003268
-8.05,0.0003013
-8.04,0.0002725
-8.03,0.0002415
-8.02,0.0002094
-8.01,0.0001783
-8.0,0.0001484
-7.99,0.0001218
-7.98,9.756e-05
-7.97,7.673e-05
-7.96,5.932e-05
-7.95,4.512e-05
-7.94,3.4e-05
-7.93,2.572e-05
-7.92,2.005e-05
-7.91,1.685e-05
-7.9,1.6088e-05
-7.89,1.7732e-05
-7.88,2.2256e-05
-7.87,3.014e-05
-7.86,4.1966e-05
-7.85,5.8825e-05
-7.84,8.1606e-05
-7.83,0.000111105
-7.82,0.000150117
-7.81,0.000197141
-7.8,0.000254175
-7.79,0.000322217
-7.78,0.000400268
-7.77,0.000486324
-7.76,0.000580387
-7.75,0.000678452
-7.74,0.000777519
-7.73,0.000874584
-7.72,0.000963645
-7.71,0.001040701
-7.7,0.001100748
-7.69,0.001150786
-7.68,0.001180815
-7.67,0.001180836
-7.66,0.001170852
-7.65,0.001150867
-7.64,0.001110886
-7.63,0.001080915
-7.62,0.001040962
-7.61,0.00101103
-7.6,0.00099113
-7.59,0.00099226
-7.58,0.00101143
-7.57,0.00106163
-7.56,0.00112186
-7.55,0.00121211
-7.54,0.00131238
-7.53,0.00141265
-7.52,0.00152291
-7.51,0.00162314
-7.5,0.00170333
-7.49,0.00176347
-7.48,0.00179355
-7.47,0.00179356
-7.46,0.0017635
-7.45,0.00170337
-7.44,0.00160319
-7.43,0.00148295
-7.42,0.00135268
-7.41,0.00120239
-7.4,0.00105209
-7.39,0.00089879
-7.38,0.0007535
-7.37,0.00061923
-7.36,0.000498993
-7.35,0.000394784
-7.34,0.000305607
-7.33,0.000232461
-7.32,0.000172343
-7.31,0.00012625
-7.3,8.9979e-05
-7.29,6.3125e-05
-7.28,4.3286e-05
-7.27,2.91579e-05
-7.26,1.92383e-05
-7.25,1.24249e-05
-7.24,7.9161e-06
-7.23,4.9507e-06
-7.22,3.0678e-06
-7.21,1.93721e-06
-7.2,1.33913e-06
-7.19,1.1645e-06
-7.18,1.3751e-06
-7.17,2.0546e-06
-7.16,3.4186e-06
-7.15,5.816e-06
-7.14,9.842e-06
-7.13,1.6387e-05
-7.12,2.6833e-05
-7.11,4.301e-05
-7.1,6.749e-05
-7.09,0.00010445
-7.08,0.00015671
-7.07,0.00023248
-7.06,0.00033696
-7.05,0.0004803
-7.04,0.0006688
-7.03,0.0009145
-7.02,0.0012288
-7.01,0.0016079
-7.0,0.0020687
-6.99,0.0026114
-6.98,0.0032259
-6.97,0.003912
-6.96,0.004639
-6.95,0.005407
-6.94,0.006175
-6.93,0.006902
-6.92,0.007568
-6.91,0.008141
-6.9,0.008572
-6.89,0.008858
-6.88,0.008961
-6.87,0.008889
-6.86,0.008653
-6.85,0.008244
-6.84,0.007701
-6.83,0.007056
-6.82,0.006339
-6.81,0.005581
-6.8,0.004813
-6.79,0.0040655
-6.78,0.0033792
-6.77,0.0027445
-6.76,0.0021916
-6.75,0.0017307
-6.74,0.0013419
-6.73,0.001045
-6.72,0.0008162
-6.71,0.0006651
-6.7,0.000583
-6.69,0.0005667
-6.68,0.0006163
-6.67,0.000732
-6.66,0.0009159
-6.65,0.0011703
-6.64,0.0015024
-6.63,0.0019075
-6.62,0.0023858
-6.61,0.002928
-6.6,0.003543
-6.59,0.004192
-6.58,0.004876
-6.57,0.005565
-6.56,0.006239
-6.55,0.00686
-6.54,0.007418
-6.53,0.007887
-6.52,0.008236
-6.51,0.008479
-6.5,0.008616
-6.49,0.008641
-6.48,0.00857
-6.47,0.00843
-6.46,0.00824
-6.45,0.00801
-6.44,0.00777
-6.43,0.00753
-6.42,0.0073
-6.41,0.00709
-6.4,0.00689
-6.39,0.00672
-6.38,0.00656
-6.37,0.00644
-6.36,0.00635
-6.35,0.00633
-6.34,0.0064
-6.33,0.00659
-6.32,0.00694
-6.31,0.00749
-6.3,0.00829
-6.29,0.00934
-6.28,0.01066
-6.27,0.01226
-6.26,0.01408
-6.25,0.01609
-6.24,0.01821
-6.23,0.0203
-6.22,0.0224
-6.21,0.0243
-6.2,0.0258
-6.19,0.027
-6.18,0.0277
-6.17,0.028
-6.16,0.0277
-6.15,0.027
-6.14,0.0258
-6.13,0.0242
-6.12,0.0226
-6.11,0.02079
-6.1,0.01895
-6.09,0.01732
-6.08,0.01588
-6.07,0.01473
-6.06,0.01391
-6.05,0.01343
-6.04,0.01328
-6.03,0.01338
-6.02,0.0138
-6.01,0.01443
-6.0,0.01526
-5.99,0.01628
-5.98,0.01738
-5.97,0.01856
-5.96,0.02002
-5.95,0.02157
-5.94,0.02342
-5.93,0.02566
-5.92,0.02812
-5.91,0.031
-5.9,0.03419
-5.89,0.03759
-5.88,0.04129
-5.87,0.04495
-5.86,0.04846
-5.85,0.05176
-5.84,0.0545
-5.83,0.0567
-5.82,0.058
-5.81,0.0584
-5.8,0.058
-5.79,0.0566
-5.78,0.0545
-5.77,0.0516
-5.76,0.0483
-5.75,0.0447
-5.74,0.0411
-5.73,0.0375
-5.72,0.0344
-5.71,0.0316
-5.7,0.0295
-5.69,0.0278
-5.68,0.0267
-5.67,0.0263
-5.66,0.0261
-5.65,0.0262
-5.64,0.0264
-5.63,0.0267
-5.62,0.0269
-5.61,0.027
-5.6,0.0267
-5.59,0.0263
-5.58,0.0256
-5.57,0.0249
-5.56,0.02399
-5.55,0.02324
-5.54,0.02255
-5.53,0.02217
-5.52,0.02202
-5.51,0.02224
-5.5,0.02275
-5.49,0.02356
-5.48,0.02466
-5.47,0.02576
-5.46,0.02694
-5.45,0.02799
-5.44,0.02869
-5.43,0.02913
-5.42,0.0291
-5.41,0.02867
-5.4,0.02766
-5.39,0.02624
-5.38,0.02442
-5.37,0.02239
-5.36,0.02007
-5.35,0.017655
-5.34,0.015354
-5.33,0.013073
-5.32,0.011123
-5.31,0.009354
-5.3,0.007986
-5.29,0.007024
-5.28,0.0065
-5.27,0.00644
-5.26,0.00689
-5.25,0.00785
-5.24,0.00933
-5.23,0.01136
-5.22,0.01389
-5.21,0.01689
-5.2,0.0203
-5.19,0.02409
-5.18,0.02814
-5.17,0.0323
-5.16,0.0364
-5.15,0.0404
-5.14,0.0442
-5.13,0.0476
-5.12,0.0506
-5.11,0.0533
-5.1,0.0557
-5.09,0.0579
-5.08,0.0602
-5.07,0.0626
-5.06,0.0654
-5.05,0.0688
-5.04,0.0729
-5.03,0.078
-5.02,0.0839
-5.01,0.0907
-5.0,0.0983
-4.99,0.1068
-4.98,0.1161
-4.97,0.125
-4.96,0.1342
-4.95,0.1435
-4.94,0.153
-4.93,0.1615
-4.92,0.1691
-4.91,0.1768
-4.9,0.1824
-4.89,0.1871
-4.88,0.1907
-4.87,0.1935
-4.86,0.1944
-4.85,0.1944
-4.84,0.1937
-4.83,0.1923
-4.82,0.1903
-4.81,0.1895
-4.8,0.1879
-4.79,0.1874
-4.78,0.187
-4.77,0.1873
-4.76,0.1872
-4.75,0.1876
-4.74,0.1881
-4.73,0.1867
-4.72,0.1852
-4.71,0.1817
-4.7,0.1772
-4.69,0.1708
-4.68,0.1636
-4.67,0.1549
-4.66,0.1445
-4.65,0.134
-4.64,0.1234
-4.63,0.1134
-4.62,0.1046
-4.61,0.0976
-4.6,0.093
-4.59,0.0913
-4.58,0.093
-4.57,0.0984
-4.56,0.108
-4.55,0.1217
-4.54,0.1399
-4.53,0.1608
-4.52,0.1865
-4.51,0.2138
-4.5,0.2447
-4.49,0.2758
-4.48,0.3069
-4.47,0.3368
-4.46,0.3663
-4.45,0.392
-4.44,0.415
-4.43,0.4351
-4.42,0.4514
-4.41,0.4648
-4.4,0.475
-4.39,0.484
-4.38,0.493
-4.37,0.501
-4.36,0.508
-4.35,0.518
-4.34,0.529
-4.33,0.5426
-4.32,0.5585
-4.31,0.5748
-4.3,0.5935
-4.29,0.6116
-4.28,0.6301
-4.27,0.6481
-4.26,0.6647
-4.25,0.678
-4.24,0.6893
-4.23,0.6956
-4.22,0.6992
-4.21,0.6973
-4.2,0.6909
-4.19,0.6811
-4.18,0.6661
-4.17,0.6479
-4.16,0.6275
-4.15,0.605
-4.14,0.5815
-4.13,0.559
-4.12,0.5376
-4.11,0.5194
-4.1,0.5055
-4.09,0.4969
-4.08,0.4937
-4.07,0.4969
-4.06,0.5054
-4.05,0.5199
-4.04,0.539
-4.03,0.563
-4.02,0.591
-4.01,0.622
-4.0,0.654
-3.99,0.688
-3.98,0.725
-3.97,0.763
-3.96,0.804
-3.95,0.848
-3.94,0.894
-3.93,0.944
-3.92,1.0
-3.91,1.058
-3.9,1.119
-3.89,1.183
-3.88,1.25
-3.87,1.315
-3.86,1.37
-3.85,1.434
-3.84,1.479
-3.83,1.533
-3.82,1.576
-3.81,1.609
-3.8,1.631
-3.79,1.663
-3.78,1.684
-3.77,1.694
-3.76,1.704
-3.75,1.713
-3.74,1.721
-3.73,1.719
-3.72,1.716
-3.71,1.704
-3.7,1.691
-3.69,1.678
-3.68,1.656
-3.67,1.634
-3.66,1.613
-3.65,1.603
-3.64,1.583
-3.63,1.573
-3.62,1.574
-3.61,1.573
-3.6,1.582
-3.59,1.59
-3.58,1.596
-3.57,1.601
-3.56,1.603
-3.55,1.604
-3.54,1.604
-3.53,1.602
-3.52,1.59
-3.51,1.579
-3.5,1.568
-3.49,1.549
-3.48,1.541
-3.47,1.536
-3.46,1.522
-3.45,1.521
-3.44,1.523
-3.43,1.526
-3.42,1.521
-3.41,1.529
-3.4,1.537
-3.39,1.537
-3.38,1.548
-3.37,1.55
-3.36,1.553
-3.35,1.567
-3.34,1.582
-3.33,1.609
-3.32,1.647
-3.31,1.706
-3.3,1.777
-3.29,1.869
-3.28,1.982
-3.27,2.106
-3.26,2.26
-3.25,2.413
-3.24,2.585
-3.23,2.754
-3.22,2.911
-3.21,3.054
-3.2,3.174
-3.19,3.259
-3.18,3.32
-3.17,3.337
-3.16,3.32
-3.15,3.27
-3.14,3.188
-3.13,3.084
-3.12,2.968
-3.11,2.842
-3.1,2.707
-3.09,2.582
-3.08,2.469
-3.07,2.379
-3.06,2.301
-3.05,2.246
-3.04,2.205
-3.03,2.197
-3.02,2.194
-3.01,2.214
-3.0,2.239
-2.99,2.287
-2.98,2.34
-2.97,2.396
-2.96,2.476
-2.95,2.549
-2.94,2.646
-2.93,2.755
-2.92,2.868
-2.91,3.002
-2.9,3.148
-2.89,3.295
-2.88,3.451
-2.87,3.605
-2.86,3.766
-2.85,3.902
-2.84,4.033
-2.83,4.14
-2.82,4.23
-2.81,4.3
-2.8,4.35
-2.79,4.39
-2.78,4.42
-2.77,4.45
-2.76,4.468
-2.75,4.508
-2.74,4.559
-2.73,4.632
-2.72,4.727
-2.71,4.835
-2.7,4.977
-2.69,5.121
-2.68,5.288
-2.67,5.456
-2.66,5.635
-2.65,5.804
-2.64,5.971
-2.63,6.126
-2.62,6.259
-2.61,6.38
-2.6,6.489
-2.59,6.566
-2.58,6.633
-2.57,6.68
-2.56,6.718
-2.55,6.738
-2.54,6.74
-2.53,6.735
-2.52,6.714
-2.51,6.685
-2.5,6.639
-2.49,6.584
-2.48,6.511
-2.47,6.426
-2.46,6.321
-2.45,6.202
-2.44,6.059
-2.43,5.901
-2.42,5.728
-2.41,5.538
-2.4,5.342
-2.39,5.121
-2.38,4.904
-2.37,4.674
-2.36,4.45
-2.35,4.235
-2.34,4.02
-2.33,3.836
-2.32,3.655
-2.31,3.507
-2.3,3.373
-2.29,3.265
-2.28,3.173
-2.27,3.117
-2.26,3.068
-2.25,3.055
-2.24,3.05
-2.23,3.071
-2.22,3.099
-2.21,3.163
-2.2,3.234
-2.19,3.33
-2.18,3.441
-2.17,3.587
-2.16,3.746
-2.15,3.918
-2.14,4.122
-2.13,4.337
-2.12,4.58
-2.11,4.822
-2.1,5.081
-2.09,5.347
-2.08,5.607
-2.07,5.862
-2.06,6.11
-2.05,6.33
-2.04,6.54
-2.03,6.71
-2.02,6.85
-2.01,6.95
-2.0,7.017
-1.99,7.045
-1.98,7.018
-1.97,6.956
-1.96,6.85
-1.95,6.703
-1.94,6.514
-1.93,6.307
-1.92,6.082
-1.91,5.831
-1.9,5.586
-1.89,5.346
-1.88,5.113
-1.87,4.897
-1.86,4.708
-1.85,4.545
-1.84,4.418
-1.83,4.325
-1.82,4.255
-1.81,4.228
-1.8,4.221
-1.79,4.235
-1.78,4.279
-1.77,4.333
-1.76,4.407
-1.75,4.502
-1.74,4.609
-1.73,4.73
-1.72,4.865
-1.71,5.026
-1.7,5.19
-1.69,5.38
-1.68,5.59
-1.67,5.8
-1.66,6.03
-1.65,6.27
-1.64,6.52
-1.63,6.77
-1.62,7.01
-1.61,7.26
-1.6,7.5
-1.59,7.72
-1.58,7.91
-1.57,8.08
-1.56,8.21
-1.55,8.31
-1.54,8.36
-1.53,8.36
-1.52,8.3
-1.51,8.19
-1.5,8.01
-1.49,7.77
-1.48,7.47
-1.47,7.12
-1.46,6.73
-1.45,6.3
-1.44,5.86
-1.43,5.4
-1.42,4.941
-1.41,4.496
-1.4,4.069
-1.39,3.67
-1.38,3.302
-1.37,2.964
-1.36,2.677
-1.35,2.42
-1.34,2.193
-1.33,1.995
-1.32,1.825
-1.31,1.682
-1.3,1.556
-1.29,1.455
-1.28,1.358
-1.27,1.275
-1.26,1.193
-1.25,1.123
-1.24,1.055
-1.23,0.992
-1.22,0.932
-1.21,0.874
-1.2,0.82
-1.19,0.771
-1.18,0.729
-1.17,0.692
-1.16,0.664
-1.15,0.645
-1.14,0.636
-1.13,0.635
-1.12,0.645
-1.11,0.661
-1.1,0.685
-1.09,0.713
-1.08,0.744
-1.07,0.775
-1.06,0.803
-1.05,0.826
-1.04,0.843
-1.03,0.851
-1.02,0.849
-1.01,0.836
-1.0,0.813
-0.99,0.778
-0.98,0.735
-0.97,0.683
-0.96,0.625
-0.95,0.563
-0.94,0.499
-0.93,0.4344
-0.92,0.3723
-0.91,0.3129
-0.9,0.2586
-0.89,0.2104
-0.88,0.1684
-0.87,0.1316
-0.86,0.1014
-0.85,0.0766
-0.84,0.057
-0.83,0.04178
-0.82,0.03026
-0.81,0.02181
-0.8,0.01604
-0.79,0.01225
-0.78,0.01029
-0.77,0.00976
-0.76,0.01053
-0.75,0.0125
-0.74,0.01566
-0.73,0.01991
-0.72,0.02532
-0.71,0.03179
-0.7,0.0394
-0.69,0.0479
-0.68,0.0572
-0.67,0.0669
-0.66,0.0769
-0.65,0.0866
-0.64,0.0957
-0.63,0.1038
-0.62,0.1106
-0.61,0.116
-0.6,0.1195
-0.59,0.1215
-0.58,0.1218
-0.57,0.121
-0.56,0.1194
-0.55,0.1175
-0.54,0.1159
-0.53,0.1152
-0.52,0.1158
-0.51,0.1181
-0.5,0.1227
-0.49,0.1299
-0.48,0.1386
-0.47,0.1505
-0.46,0.1644
-0.45,0.1803
-0.44,0.1981
-0.43,0.2177
-0.42,0.238
-0.41,0.2581
-0.4,0.2788
